customerID,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01365,0,No,No,31,Month-to-month,Fiber optic,No,Yes,Bank transfer,76.33,2195.12,Yes
CUST-01366,1,Yes,Yes,53,Month-to-month,Fiber optic,No,No,Credit card,53.09,2687.81,No
CUST-01367,1,No,No,35,Month-to-month,DSL,No,Yes,Bank transfer,103.55,,No
CUST-01368,0,Yes,Yes,6,Month-to-month,DSL,No internet service,No,Electronic check,58.05,326.19,Yes
CUST-01369,0,Yes,Yes,13,Month-to-month,Fiber optic,No,No,Electronic check,67.65,815.29,No
CUST-01370,0,Yes,No,55,Month-to-month,DSL,Yes,Yes,Electronic check,55.26,2787.54,No
CUST-01371,0,Yes,Yes,6,Two year,No,No internet service,Yes,Mailed check,98.04,543.52,No
CUST-01372,0,Yes,Yes,43,Month-to-month,Fiber optic,No internet service,No,Electronic check,62.9,2469.45,No
CUST-01373,1,No,No,25,Two year,Fiber optic,No,Yes,Credit card,67.99,1574.17,No
CUST-01374,0,Yes,No,27,Two year,Fiber optic,No,Yes,Mailed check,89.08,2362.17,No
CUST-01375,1,Yes,Yes,69,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,76.7,4915.24,Yes
CUST-01376,0,Yes,No,44,One year,DSL,No,No,Electronic check,63.91,2786.08,Yes
CUST-01377,0,No,No,44,Two year,Fiber optic,Yes,Yes,Electronic check,87.21,3547.62,No
CUST-01378,0,No,Yes,25,One year,DSL,No,Yes,Electronic check,115.77,2747.21,Yes
CUST-01379,0,No,No,27,Month-to-month,Fiber optic,Yes,Yes,Mailed check,71.35,1766.09,No
CUST-01380,0,No,Yes,50,Month-to-month,Fiber optic,No,Yes,Mailed check,67.34,3036.06,No
CUST-01381,0,No,No,2,Month-to-month,Fiber optic,Yes,No,Mailed check,68.41,131.7,Yes
CUST-01382,0,Yes,Yes,17,Month-to-month,Fiber optic,Yes,Yes,Credit card,91.21,1447.89,No
CUST-01383,1,No,Yes,43,Two year,DSL,Yes,No,Bank transfer,53.02,2130.55,No
CUST-01384,0,No,No,45,Two year,Fiber optic,No,No,Bank transfer,59.43,2515.96,No
CUST-01385,1,Yes,No,6,Month-to-month,DSL,Yes,Yes,Electronic check,34.25,200.93,Yes
CUST-01386,0,Yes,Yes,57,One year,No,No,No,Mailed check,41.32,2213.86,No
CUST-01387,0,No,No,39,Month-to-month,Fiber optic,No,No,Bank transfer,54.64,1936.28,Yes
CUST-01388,0,Yes,No,17,Two year,No,No,No,Bank transfer,63.88,1007.64,Yes
CUST-01389,0,Yes,No,54,Month-to-month,Fiber optic,Yes,No,Credit card,100.38,5190.76,No
CUST-01390,0,Yes,Yes,72,Two year,No,No internet service,Yes,Mailed check,75.72,5448.29,No
CUST-01391,0,Yes,Yes,30,Two year,DSL,No,No,Mailed check,46.76,1282.6,Yes
CUST-01392,0,No,No,20,Month-to-month,DSL,Yes,Yes,Credit card,50.44,940.55,No
CUST-01393,1,No,Yes,21,Month-to-month,DSL,Yes,No,Mailed check,92.49,1842.38,No
CUST-01394,0,No,No,43,Two year,DSL,Yes,Yes,Bank transfer,87.53,3742.96,No
CUST-01395,0,Yes,Yes,3,Month-to-month,No,No,Yes,Electronic check,65.56,179.14,Yes
CUST-01396,0,Yes,Yes,35,Month-to-month,Fiber optic,Yes,No,Electronic check,56.15,1924.73,Yes
CUST-01397,0,No,No,1,Two year,Fiber optic,No internet service,No,Electronic check,87.5,,Yes
CUST-01398,0,No,No,2,One year,Fiber optic,No,Yes,Mailed check,45.13,84.0,No
CUST-01399,0,Yes,Yes,31,Month-to-month,Fiber optic,Yes,No,Credit card,72.84,2206.95,Yes
CUST-01400,1,No,Yes,54,Month-to-month,Fiber optic,No,No,Electronic check,110.45,5710.74,Yes
CUST-01401,1,No,Yes,64,Month-to-month,No,Yes,No,Credit card,69.11,4056.53,No
CUST-01402,0,No,Yes,6,Two year,Fiber optic,Yes,No,Credit card,49.49,275.73,No
CUST-01403,1,Yes,Yes,17,Month-to-month,Fiber optic,No,No,Electronic check,73.21,1160.98,No
CUST-01404,0,Yes,No,30,Month-to-month,DSL,Yes,No,Electronic check,55.6,1555.08,No
CUST-01405,0,No,Yes,41,Month-to-month,No,Yes,Yes,Credit card,37.12,1483.32,No
CUST-01406,0,No,No,72,Two year,DSL,No internet service,Yes,Bank transfer,79.02,5496.17,No
CUST-01407,1,No,No,49,Month-to-month,Fiber optic,No,No,Electronic check,87.36,4203.53,Yes
CUST-01408,0,No,No,39,Two year,No,No internet service,No,Credit card,58.78,2180.27,No
CUST-01409,0,Yes,No,4,One year,DSL,Yes,Yes,Bank transfer,57.46,214.91,Yes
CUST-01410,0,No,No,5,Two year,DSL,No internet service,Yes,Bank transfer,45.77,207.52,No
CUST-01411,0,No,Yes,11,Two year,Fiber optic,No,Yes,Bank transfer,62.0,667.98,Yes
CUST-01412,1,No,Yes,48,Two year,Fiber optic,Yes,No,Electronic check,53.75,2341.29,No
CUST-01413,0,No,Yes,24,Two year,No,No internet service,No,Mailed check,44.78,999.65,Yes
CUST-01414,0,Yes,Yes,17,Month-to-month,No,Yes,Yes,Electronic check,102.84,1690.39,Yes
CUST-01415,0,No,No,48,One year,Fiber optic,No,Yes,Bank transfer,74.33,3483.7,No
CUST-01416,0,No,No,59,Month-to-month,No,No internet service,Yes,Credit card,76.45,4090.4,No
CUST-01417,1,Yes,No,32,Month-to-month,Fiber optic,No,No,Bank transfer,82.67,2541.64,No
CUST-01418,1,No,No,64,Two year,No,No,Yes,Bank transfer,80.42,4702.78,No
CUST-01419,0,Yes,No,53,Two year,DSL,No,Yes,Electronic check,56.74,2934.22,Yes
CUST-01420,0,Yes,No,52,One year,Fiber optic,Yes,Yes,Bank transfer,70.45,3564.43,No
CUST-01421,1,No,No,63,Month-to-month,DSL,No internet service,No,Credit card,59.62,3661.43,No
CUST-01422,1,Yes,No,13,Month-to-month,DSL,Yes,Yes,Electronic check,73.77,869.22,No
CUST-01423,0,No,Yes,55,Month-to-month,Fiber optic,Yes,Yes,Electronic check,71.83,3776.59,Yes
CUST-01424,0,No,No,69,Month-to-month,DSL,Yes,Yes,Bank transfer,57.35,3656.74,No
CUST-01425,0,No,No,72,Month-to-month,Fiber optic,No internet service,No,Electronic check,38.41,2626.08,Yes
CUST-01426,0,No,No,42,Month-to-month,Fiber optic,No,Yes,Electronic check,67.92,2849.62,Yes
CUST-01427,0,No,No,55,Month-to-month,DSL,No,Yes,Credit card,60.91,3045.35,Yes
CUST-01428,0,Yes,No,64,One year,Fiber optic,No internet service,Yes,Electronic check,27.19,1669.52,Yes
CUST-01429,0,No,No,62,Month-to-month,Fiber optic,Yes,Yes,Mailed check,75.15,4270.25,No
CUST-01430,0,Yes,No,65,Two year,No,No internet service,No,Mailed check,84.31,5211.65,No
CUST-01431,1,No,No,60,One year,DSL,Yes,No,Mailed check,115.57,6601.98,No
CUST-01432,0,No,Yes,27,Month-to-month,No,No,Yes,Mailed check,57.18,1459.91,Yes
CUST-01433,0,Yes,No,53,Month-to-month,No,Yes,No,Mailed check,54.23,2770.61,No
CUST-01434,0,No,No,29,Month-to-month,Fiber optic,No internet service,Yes,Credit card,42.81,1238.29,Yes
CUST-01435,0,Yes,No,58,Two year,Fiber optic,No internet service,No,Electronic check,69.17,3933.72,No
CUST-01436,1,Yes,Yes,59,Month-to-month,Fiber optic,No,Yes,Electronic check,69.05,4057.05,Yes
CUST-01437,0,Yes,Yes,68,Month-to-month,No,Yes,Yes,Mailed check,48.77,3047.55,No
CUST-01438,0,Yes,Yes,42,Two year,DSL,Yes,No,Credit card,61.5,2581.25,No
CUST-01439,1,No,No,34,Two year,No,No,No,Mailed check,25.43,804.54,No
CUST-01440,0,No,No,12,Month-to-month,No,No,No,Electronic check,83.53,905.55,Yes
CUST-01441,0,Yes,No,46,Month-to-month,Fiber optic,Yes,No,Bank transfer,49.59,2152.54,No
CUST-01442,0,No,Yes,41,Month-to-month,Fiber optic,No,No,Bank transfer,64.31,2437.95,No
CUST-01443,0,No,Yes,37,Month-to-month,Fiber optic,No,No,Mailed check,36.47,1317.29,Yes
CUST-01444,0,No,No,49,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,53.35,2375.46,Yes
CUST-01445,0,No,No,62,One year,No,No,Yes,Credit card,59.41,3516.93,Yes
CUST-01446,0,Yes,Yes,10,Two year,DSL,No,No,Credit card,64.77,601.67,No
CUST-01447,0,Yes,Yes,31,Month-to-month,DSL,No,Yes,Credit card,74.59,2128.86,No
CUST-01448,0,No,Yes,52,One year,DSL,Yes,No,Credit card,93.78,4815.91,No
CUST-01449,0,No,Yes,59,Month-to-month,No,No,Yes,Mailed check,79.65,4471.67,No
CUST-01450,0,No,Yes,56,Two year,Fiber optic,No,Yes,Mailed check,84.24,4399.22,No
CUST-01451,0,Yes,No,58,One year,No,Yes,Yes,Credit card,93.92,5309.06,No
CUST-01452,1,No,Yes,62,Two year,Fiber optic,No,No,Mailed check,76.39,4666.65,No
CUST-01453,1,Yes,No,70,Two year,DSL,No internet service,Yes,Credit card,64.27,4247.9,No
CUST-01454,0,No,No,44,Month-to-month,No,No,No,Bank transfer,85.18,3441.39,Yes
CUST-01455,0,Yes,No,18,Month-to-month,Fiber optic,No,Yes,Credit card,86.46,,Yes
CUST-01456,0,No,No,41,Month-to-month,Fiber optic,No,Yes,Electronic check,77.97,2991.85,Yes
CUST-01457,0,No,No,51,Month-to-month,DSL,No,No,Bank transfer,35.91,1685.91,No
CUST-01458,0,Yes,Yes,7,Two year,DSL,Yes,Yes,Credit card,48.17,306.95,No
CUST-01459,0,No,No,55,Month-to-month,DSL,No internet service,No,Electronic check,59.5,2985.78,Yes
CUST-01460,0,No,Yes,39,One year,Fiber optic,No internet service,Yes,Bank transfer,80.59,3125.11,Yes
CUST-01461,0,Yes,Yes,68,Month-to-month,Fiber optic,Yes,Yes,Electronic check,64.57,4367.34,Yes
CUST-01462,0,Yes,Yes,15,Month-to-month,DSL,Yes,Yes,Credit card,87.74,1251.34,Yes
CUST-01463,1,No,No,66,Month-to-month,DSL,No,No,Credit card,91.3,5840.29,Yes
CUST-01464,0,Yes,No,32,One year,DSL,No,Yes,Electronic check,88.98,2799.71,Yes
CUST-01465,0,Yes,No,41,One year,Fiber optic,No,Yes,Bank transfer,89.11,3491.83,No
CUST-01466,0,No,Yes,48,Month-to-month,No,No,No,Mailed check,44.26,2053.73,No
CUST-01467,0,No,No,42,Month-to-month,Fiber optic,No,No,Credit card,74.65,3124.95,Yes
CUST-01468,0,No,Yes,65,One year,DSL,No,No,Mailed check,52.85,3151.0,No
CUST-01469,0,No,Yes,12,Month-to-month,Fiber optic,Yes,No,Bank transfer,32.02,351.15,Yes
CUST-01470,0,No,No,53,Two year,No,Yes,Yes,Electronic check,59.25,3062.7,No
CUST-01471,0,No,Yes,71,Month-to-month,Fiber optic,No,Yes,Electronic check,91.49,6303.08,No
CUST-01472,0,Yes,No,16,Month-to-month,No,No internet service,No,Credit card,74.21,1090.7,Yes
CUST-01473,0,Yes,No,18,Month-to-month,No,No,No,Mailed check,105.36,1764.18,Yes
CUST-01474,0,No,No,34,Month-to-month,Fiber optic,No,No,Credit card,68.54,2257.01,Yes
CUST-01475,1,No,No,52,Month-to-month,No,No internet service,No,Credit card,113.96,5626.28,Yes
CUST-01476,0,Yes,Yes,70,Month-to-month,DSL,No,No,Credit card,68.55,4747.38,No
CUST-01477,0,No,Yes,58,Two year,No,No,Yes,Electronic check,65.45,3734.28,No
CUST-01478,0,No,No,57,Month-to-month,No,Yes,Yes,Electronic check,39.41,2131.16,Yes
CUST-01479,0,No,Yes,32,Month-to-month,No,No,No,Bank transfer,87.21,2697.75,Yes
CUST-01480,0,Yes,No,47,Month-to-month,Fiber optic,No,Yes,Credit card,54.96,2491.02,No
CUST-01481,0,Yes,No,15,Month-to-month,Fiber optic,No,Yes,Credit card,52.06,710.0,Yes
CUST-01482,0,No,No,33,One year,DSL,No,Yes,Bank transfer,90.62,2818.69,No
CUST-01483,0,Yes,No,13,Month-to-month,Fiber optic,No,No,Electronic check,88.16,1081.89,Yes
CUST-01484,1,Yes,Yes,1,One year,Fiber optic,Yes,No,Bank transfer,87.64,86.74,Yes
CUST-01485,0,Yes,Yes,62,Month-to-month,Fiber optic,No internet service,No,Mailed check,57.76,3540.04,Yes
CUST-01486,1,No,Yes,58,Two year,Fiber optic,Yes,Yes,Credit card,63.98,3361.14,No
CUST-01487,1,Yes,Yes,37,Month-to-month,DSL,No,Yes,Bank transfer,63.8,2324.05,Yes
CUST-01488,1,No,No,1,Two year,DSL,No,Yes,Electronic check,80.65,77.52,No
CUST-01489,0,Yes,Yes,6,Month-to-month,DSL,Yes,No,Credit card,96.07,519.71,No
CUST-01490,1,Yes,Yes,8,Month-to-month,Fiber optic,No,Yes,Credit card,72.36,543.09,Yes
CUST-01491,0,Yes,No,52,Two year,Fiber optic,Yes,No,Bank transfer,104.5,5373.19,No
CUST-01492,1,No,No,14,One year,Fiber optic,No,Yes,Credit card,82.94,1086.64,Yes
CUST-01493,0,No,Yes,18,One year,DSL,No internet service,No,Electronic check,60.3,1050.28,Yes
CUST-01494,0,Yes,No,62,Month-to-month,No,No,Yes,Mailed check,81.57,4837.68,No
CUST-01495,0,No,No,63,One year,Fiber optic,No internet service,No,Electronic check,99.12,5988.45,No
CUST-01496,0,Yes,No,55,Two year,DSL,Yes,No,Mailed check,104.97,5473.6,No
CUST-01497,0,No,No,22,One year,DSL,No,Yes,Mailed check,88.74,1851.22,No
CUST-01498,0,Yes,No,42,Month-to-month,Fiber optic,No internet service,Yes,Mailed check,65.51,2724.63,Yes
CUST-01499,0,No,Yes,14,One year,Fiber optic,No internet service,Yes,Mailed check,60.67,799.59,No
CUST-01500,0,No,No,62,One year,DSL,No,Yes,Bank transfer,76.52,4360.63,No
CUST-01501,0,No,Yes,6,Two year,DSL,No,No,Electronic check,98.48,556.59,No
CUST-01502,0,Yes,No,54,Month-to-month,DSL,No internet service,Yes,Mailed check,73.68,3872.45,No
CUST-01503,0,No,No,37,Month-to-month,DSL,No,No,Credit card,74.09,2597.48,Yes
CUST-01504,0,No,Yes,55,Two year,DSL,No,Yes,Bank transfer,66.03,3534.36,No
CUST-01505,0,No,No,32,Month-to-month,No,Yes,No,Electronic check,58.44,1727.91,Yes
CUST-01506,0,Yes,No,11,One year,Fiber optic,Yes,Yes,Mailed check,61.76,651.01,No
CUST-01507,0,Yes,Yes,54,Month-to-month,Fiber optic,No,Yes,Credit card,67.71,3606.73,Yes
CUST-01508,0,Yes,No,46,Month-to-month,Fiber optic,No,Yes,Electronic check,99.36,4355.42,Yes
CUST-01509,1,No,No,33,One year,Fiber optic,Yes,No,Credit card,60.21,1914.77,Yes
CUST-01510,0,Yes,No,27,Month-to-month,DSL,Yes,Yes,Mailed check,66.05,1726.07,No
CUST-01511,0,No,No,25,Month-to-month,DSL,No,No,Bank transfer,47.69,1161.21,Yes
CUST-01512,0,Yes,Yes,35,One year,DSL,No,Yes,Mailed check,79.33,2596.15,No
CUST-01513,1,Yes,Yes,19,One year,Fiber optic,No,No,Bank transfer,92.33,1688.81,No
CUST-01514,0,Yes,No,20,Two year,Fiber optic,No,No,Credit card,97.49,1835.96,Yes
CUST-01515,0,No,No,20,Month-to-month,Fiber optic,Yes,No,Electronic check,69.07,1297.27,No
CUST-01516,0,No,No,0,Month-to-month,Fiber optic,No internet service,No,Mailed check,76.49,72.48,Yes
CUST-01517,0,No,No,67,Two year,No,No,Yes,Bank transfer,61.93,3903.59,No
CUST-01518,0,No,No,17,Month-to-month,DSL,Yes,No,Mailed check,75.56,1159.39,No
CUST-01519,1,No,Yes,12,Month-to-month,Fiber optic,No,Yes,Mailed check,71.28,833.29,Yes
CUST-01520,1,Yes,No,11,Month-to-month,Fiber optic,No,No,Credit card,66.17,697.62,Yes
CUST-01521,0,No,No,72,Month-to-month,Fiber optic,No,Yes,Electronic check,67.76,4457.97,No
CUST-01522,0,Yes,No,34,Two year,Fiber optic,No,Yes,Electronic check,74.04,2331.4,Yes
CUST-01523,0,No,No,23,One year,Fiber optic,No,No,Bank transfer,59.12,1306.87,No
CUST-01524,1,Yes,No,29,One year,DSL,No,Yes,Electronic check,60.15,1660.28,Yes
CUST-01525,1,No,No,6,Month-to-month,Fiber optic,Yes,Yes,Electronic check,99.15,578.45,Yes
CUST-01526,0,No,No,22,Month-to-month,No,No,Yes,Credit card,119.21,2488.66,No
CUST-01527,0,Yes,No,18,Month-to-month,Fiber optic,Yes,No,Mailed check,40.91,724.94,No
CUST-01528,0,No,No,58,Month-to-month,No,No,Yes,Electronic check,39.81,2095.97,Yes
CUST-01529,0,Yes,No,4,Month-to-month,Fiber optic,No,Yes,Bank transfer,45.86,176.34,Yes
CUST-01530,0,Yes,No,31,Month-to-month,Fiber optic,No,No,Mailed check,62.93,1828.23,Yes
CUST-01531,0,No,No,57,Month-to-month,Fiber optic,Yes,No,Mailed check,82.92,4398.82,No
CUST-01532,0,No,No,60,One year,Fiber optic,No,Yes,Mailed check,76.83,4583.82,No
CUST-01533,0,No,No,37,One year,No,No,Yes,Electronic check,68.44,2497.79,No
CUST-01534,1,Yes,No,16,Month-to-month,DSL,No,Yes,Credit card,75.58,1110.57,Yes
CUST-01535,0,Yes,No,24,Month-to-month,Fiber optic,No,No,Electronic check,51.16,1112.11,No
CUST-01536,0,Yes,No,16,One year,Fiber optic,Yes,Yes,Mailed check,60.12,949.15,Yes
CUST-01537,0,No,Yes,48,One year,No,No,Yes,Mailed check,64.6,2843.22,No
CUST-01538,0,No,Yes,21,Two year,Fiber optic,No,Yes,Bank transfer,33.32,694.7,Yes
CUST-01539,0,Yes,No,46,Month-to-month,No,No,Yes,Bank transfer,41.77,1782.56,No
CUST-01540,0,Yes,Yes,47,Two year,No,Yes,Yes,Mailed check,42.57,1883.07,No
CUST-01541,0,Yes,Yes,68,Month-to-month,DSL,No internet service,No,Bank transfer,80.28,4937.69,No
CUST-01542,0,Yes,No,27,Month-to-month,No,No internet service,Yes,Electronic check,69.91,1800.28,No
CUST-01543,0,Yes,Yes,70,Month-to-month,No,No internet service,Yes,Electronic check,77.22,4966.88,Yes
CUST-01544,0,Yes,No,29,Month-to-month,DSL,Yes,No,Credit card,28.21,771.55,Yes
CUST-01545,1,Yes,No,49,Month-to-month,Fiber optic,No,Yes,Bank transfer,35.33,1717.22,No
CUST-01546,0,Yes,Yes,48,Month-to-month,DSL,Yes,Yes,Bank transfer,78.26,3475.71,No
CUST-01547,0,Yes,No,59,One year,Fiber optic,No internet service,Yes,Credit card,18.0,1023.23,No
CUST-01548,0,No,Yes,34,Month-to-month,DSL,No,No,Credit card,89.49,2799.85,Yes
CUST-01549,1,No,No,57,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,28.53,1562.76,Yes
CUST-01550,0,Yes,No,25,Month-to-month,Fiber optic,No,No,Credit card,81.87,1901.26,Yes
CUST-01551,0,Yes,No,35,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,47.23,1600.41,No
CUST-01552,0,No,No,36,Month-to-month,DSL,No internet service,Yes,Electronic check,85.98,3024.28,No
CUST-01553,0,Yes,No,51,Month-to-month,Fiber optic,No,Yes,Bank transfer,120.0,6046.97,No
CUST-01554,0,Yes,No,45,Month-to-month,Fiber optic,No,Yes,Credit card,19.54,872.14,No
CUST-01555,1,Yes,No,5,One year,Fiber optic,No,Yes,Credit card,78.91,364.62,Yes
CUST-01556,0,Yes,Yes,59,Two year,DSL,No internet service,No,Bank transfer,28.84,1553.35,No
CUST-01557,0,No,No,55,Month-to-month,DSL,No,Yes,Credit card,73.54,3659.85,No
CUST-01558,0,No,No,7,One year,Fiber optic,No,Yes,Electronic check,60.86,414.11,Yes
CUST-01559,0,Yes,No,70,Two year,No,No,No,Electronic check,67.6,4347.24,No
CUST-01560,0,Yes,Yes,48,Two year,DSL,No internet service,Yes,Mailed check,46.77,2200.1,No
CUST-01561,0,No,No,6,One year,Fiber optic,Yes,Yes,Electronic check,80.61,481.96,No
CUST-01562,0,No,No,35,Two year,DSL,No,Yes,Credit card,36.03,1153.6,Yes
CUST-01563,0,No,No,61,Two year,Fiber optic,Yes,Yes,Electronic check,89.83,5086.92,No
CUST-01564,1,No,No,20,One year,DSL,No,No,Bank transfer,56.81,1082.12,No
CUST-01565,0,Yes,No,68,Month-to-month,Fiber optic,No,No,Credit card,36.95,2369.52,No
CUST-01566,0,Yes,No,30,Month-to-month,Fiber optic,Yes,Yes,Electronic check,96.9,2740.12,No
CUST-01567,0,Yes,No,16,Month-to-month,DSL,No,No,Electronic check,63.65,938.67,No
CUST-01568,0,No,No,26,Month-to-month,DSL,Yes,Yes,Bank transfer,103.15,2652.19,No
CUST-01569,0,Yes,No,38,Month-to-month,Fiber optic,No internet service,No,Credit card,89.43,3290.13,No
CUST-01570,0,No,Yes,50,Month-to-month,Fiber optic,No internet service,No,Electronic check,49.04,2244.53,Yes
CUST-01571,1,No,Yes,67,One year,No,No,Yes,Electronic check,63.3,3818.87,No
CUST-01572,0,No,No,14,One year,Fiber optic,No,Yes,Credit card,67.42,921.48,No
CUST-01573,0,No,No,70,Two year,No,Yes,No,Bank transfer,95.53,6028.99,No
CUST-01574,0,Yes,Yes,38,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,73.75,2768.99,No
CUST-01575,0,Yes,No,9,Month-to-month,DSL,No,Yes,Mailed check,68.53,587.75,Yes
CUST-01576,0,No,No,67,One year,DSL,Yes,No,Mailed check,61.0,4058.43,No
CUST-01577,0,No,No,25,Two year,Fiber optic,No internet service,Yes,Mailed check,63.99,1563.25,No
CUST-01578,0,No,Yes,45,Two year,DSL,Yes,Yes,Electronic check,91.09,4055.74,No
CUST-01579,1,No,No,50,Two year,No,No,Yes,Mailed check,65.07,3170.15,No
CUST-01580,0,No,No,0,Two year,Fiber optic,Yes,No,Credit card,57.1,54.68,No
CUST-01581,0,Yes,No,16,Month-to-month,Fiber optic,No,Yes,Bank transfer,53.71,788.3,Yes
CUST-01582,0,Yes,No,50,Month-to-month,Fiber optic,Yes,Yes,Credit card,53.92,2622.57,No
CUST-01583,0,No,No,23,Month-to-month,Fiber optic,Yes,Yes,Mailed check,36.96,815.42,Yes
CUST-01584,1,No,No,0,One year,Fiber optic,No,Yes,Credit card,49.99,47.26,Yes
CUST-01585,0,No,No,1,Two year,DSL,No internet service,No,Mailed check,94.97,90.78,Yes
CUST-01586,0,Yes,No,60,Month-to-month,DSL,Yes,Yes,Bank transfer,60.87,3371.8,Yes
CUST-01587,0,No,No,11,One year,DSL,No,No,Bank transfer,79.09,818.18,No
CUST-01588,0,Yes,Yes,7,Month-to-month,DSL,No,Yes,Credit card,18.0,114.96,Yes
CUST-01589,0,Yes,No,41,Month-to-month,Fiber optic,No internet service,No,Credit card,76.37,2946.36,No
CUST-01590,1,Yes,Yes,8,Month-to-month,DSL,Yes,Yes,Electronic check,61.77,467.82,No
CUST-01591,0,No,No,47,Month-to-month,DSL,No,No,Credit card,55.37,2565.38,No
CUST-01592,0,Yes,Yes,39,Two year,No,No internet service,Yes,Bank transfer,68.62,2549.64,No
CUST-01593,0,Yes,No,47,Month-to-month,No,No,No,Bank transfer,55.08,2565.17,No
CUST-01594,0,Yes,No,35,Two year,Fiber optic,No,Yes,Electronic check,22.52,785.67,No
CUST-01595,0,Yes,No,56,One year,Fiber optic,No internet service,Yes,Mailed check,83.44,4228.27,No
CUST-01596,0,No,No,47,Month-to-month,Fiber optic,No,Yes,Credit card,69.86,3151.15,No
CUST-01597,0,No,No,30,Month-to-month,DSL,No,Yes,Credit card,58.72,1638.15,No
CUST-01598,0,No,Yes,1,Two year,Fiber optic,No,Yes,Electronic check,45.68,45.0,No
CUST-01599,1,Yes,Yes,19,Month-to-month,DSL,No internet service,No,Mailed check,35.6,642.18,No
CUST-01600,0,No,No,9,Two year,Fiber optic,No internet service,No,Credit card,69.48,567.67,No
CUST-01601,0,Yes,No,1,Month-to-month,No,No,No,Credit card,97.27,89.63,Yes
CUST-01602,0,No,Yes,19,One year,Fiber optic,No,No,Mailed check,69.06,1269.35,Yes
CUST-01603,0,No,No,15,Two year,No,No,Yes,Credit card,37.34,508.55,No
CUST-01604,0,Yes,No,5,Month-to-month,Fiber optic,Yes,Yes,Credit card,69.5,325.92,No
CUST-01605,0,No,No,22,Month-to-month,Fiber optic,Yes,No,Electronic check,63.93,1388.4,Yes
CUST-01606,0,Yes,No,36,Two year,Fiber optic,Yes,Yes,Electronic check,82.28,2674.52,No
CUST-01607,0,No,No,13,Month-to-month,Fiber optic,Yes,Yes,Electronic check,77.13,972.23,No
CUST-01608,0,No,No,19,Month-to-month,Fiber optic,No,Yes,Electronic check,18.0,330.9,Yes
CUST-01609,1,No,No,1,Month-to-month,DSL,Yes,Yes,Bank transfer,75.9,70.74,Yes
CUST-01610,0,No,No,3,Month-to-month,Fiber optic,Yes,Yes,Mailed check,44.93,122.83,No
CUST-01611,0,Yes,No,11,One year,DSL,No,Yes,Bank transfer,36.57,366.16,No
CUST-01612,0,No,Yes,33,One year,Fiber optic,Yes,Yes,Electronic check,61.23,2014.37,No
CUST-01613,0,No,Yes,48,Month-to-month,DSL,Yes,No,Bank transfer,73.22,3401.01,No
CUST-01614,0,No,No,57,Two year,Fiber optic,Yes,No,Bank transfer,32.19,1720.33,Yes
CUST-01615,0,Yes,No,45,Month-to-month,DSL,Yes,Yes,Credit card,79.09,3499.81,No
CUST-01616,0,Yes,No,45,Month-to-month,DSL,No,Yes,Mailed check,80.27,3288.26,No
CUST-01617,0,No,No,68,One year,Fiber optic,No,Yes,Bank transfer,65.94,4092.44,No
CUST-01618,0,Yes,No,18,Two year,DSL,No internet service,Yes,Mailed check,47.65,788.87,Yes
CUST-01619,0,Yes,Yes,58,Month-to-month,No,No,Yes,Mailed check,45.41,2571.51,No
CUST-01620,0,Yes,No,68,Month-to-month,Fiber optic,No,No,Bank transfer,85.52,5471.61,Yes
CUST-01621,0,No,Yes,41,Month-to-month,Fiber optic,No internet service,No,Bank transfer,34.78,1375.01,No
CUST-01622,0,No,Yes,61,Two year,DSL,No,Yes,Credit card,86.29,4859.68,No
CUST-01623,0,No,No,10,Month-to-month,No,No,No,Electronic check,61.7,603.26,No
CUST-01624,0,No,Yes,64,Month-to-month,Fiber optic,No,No,Electronic check,63.08,3957.05,No
CUST-01625,0,Yes,Yes,41,One year,Fiber optic,No,No,Bank transfer,30.84,1190.25,No
CUST-01626,0,Yes,No,16,Month-to-month,DSL,No,Yes,Bank transfer,62.07,914.59,Yes
CUST-01627,0,Yes,No,4,Month-to-month,Fiber optic,Yes,No,Credit card,77.27,297.65,No
CUST-01628,0,No,No,52,Month-to-month,No,No,No,Bank transfer,38.27,1842.01,No
CUST-01629,0,No,Yes,31,Month-to-month,Fiber optic,Yes,Yes,Electronic check,74.97,2126.13,No
CUST-01630,0,Yes,No,22,Month-to-month,DSL,No,No,Mailed check,66.78,1412.71,No
CUST-01631,0,Yes,No,28,Two year,DSL,No internet service,No,Credit card,52.12,1388.28,No
CUST-01632,0,No,No,72,One year,DSL,No,Yes,Credit card,82.09,5782.49,No
CUST-01633,0,No,Yes,31,One year,Fiber optic,Yes,Yes,Credit card,20.95,603.49,No
CUST-01634,0,No,No,5,Two year,No,No,Yes,Mailed check,71.93,331.79,No
CUST-01635,1,Yes,No,20,Month-to-month,No,No,No,Electronic check,97.39,1877.78,Yes
CUST-01636,1,Yes,Yes,10,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,93.8,909.96,No
CUST-01637,0,No,No,50,Two year,DSL,No,Yes,Credit card,72.8,3426.46,No
